Timestamp,Block,Tx_hash,From,From_label,To,To_label,Value_in_USD
2022-07-23 10:18:31,15198330,0xb6b7b08120ec249bd4da818ff5df9a72226da891f91a5157cca2f2628e4354ae,0x152810723e23972509324ee2393531638a628df0,,0xa25b062d0b3862fbd506bc0d4f74bf2626c0b1e4,,8180.34
2022-06-28 20:02:03,15041378,0x95160a9713279cfc1a1f023dbfbe25d6de6a8cd7efbefe8e7b50b233fff6246d,0x5452f108829a2184cc20aeaaa9ecd39113e6a28f,Hacker (EZU Twitter),0xa19b54f2063a2b71554f382e894c6f86908f264c,,31262.59
2022-06-29 01:35:30,15042599,0xabd4c22447c0393d056c60cf2beab024e3d62335dba8d952aa3c80ae40a5adec,0x45e2d7d467cbcf34ca9bedf35da598ab8b425f38,Hacker (JRNY Twitter),0xcb03b09809a1ff1654b917132696c73d9caf2831,,51833.42
2022-06-29 01:46:27,15042650,0x87b4f4a90da3571f2bddd40e03c1688796f373a2d86b4c7a00112ec4ca975007,0x45e2d7d467cbcf34ca9bedf35da598ab8b425f38,Hacker (JRNY Twitter),0xcb03b09809a1ff1654b917132696c73d9caf2831,,30720.46
2022-06-29 02:06:59,15042718,0xb3973dadeb2ba5be314d812b0fff0eca76f81b5924c8e6746f016065741a9723,0x45e2d7d467cbcf34ca9bedf35da598ab8b425f38,Hacker (JRNY Twitter),0xcb03b09809a1ff1654b917132696c73d9caf2831,,15729.11
2022-06-29 02:36:13,15042828,0x4b8c21ab1211341fc3400dd9a4fbe436dbbeb0cf22e2966c70aeae3d0b116282,0x45e2d7d467cbcf34ca9bedf35da598ab8b425f38,Hacker (JRNY Twitter),0xcb03b09809a1ff1654b917132696c73d9caf2831,,15727.74
2022-06-29 03:58:49,15043125,0x5d0b32e34b9c7c271aa7c2abbcf33ab27189653bdefaadbc3ae80ef14c0a772c,0x45e2d7d467cbcf34ca9bedf35da598ab8b425f38,Hacker (JRNY Twitter),0xcb03b09809a1ff1654b917132696c73d9caf2831,,20525.56
2022-06-29 04:24:47,15043228,0x16b53572cf7543372631c254d12ca2e93d728fc6a249f34bb7a2da7ace8941cd,0x45e2d7d467cbcf34ca9bedf35da598ab8b425f38,Hacker (JRNY Twitter),0xcb03b09809a1ff1654b917132696c73d9caf2831,,22125.33
2022-06-29 06:41:47,15043735,0x4df1a1d01aa3c66da8c167d464e1f391c901034a7edce45d121bb4d3da810b9b,0x45e2d7d467cbcf34ca9bedf35da598ab8b425f38,Hacker (JRNY Twitter),0xcb03b09809a1ff1654b917132696c73d9caf2831,,10435.19
2022-06-29 04:07:39,15043155,0x70acbed5bad66588117cccbf5408604d2808f82968c5ce5cb4f776c610a69ec6,0x003099ee103250013c3c755b73be2809f5e20151,Hacker,0xcb03b09809a1ff1654b917132696c73d9caf2831,,9457.63
