Timestamp,Block,Tx_hash,From,From_label,To,To_label,Value_in_USD
2024-08-22 14:05:59,20584631,0x9da15599fdc03724f8110feef80a1b51dd4f62288073a45073e75ad44c91cde2,0x23aaf393ae14aa9d7605f9c512720dceba4fb179,KuCoin_Deposit_0x23aa,0x45300136662dd4e58fc0df61e6290dffd992b785,KuCoin 17,34755.13
2024-08-22 13:08:35,20584346,0x05cc3d7fdf04f00d2bff52953e7ba0e5c46042792d2087e6f8a1a60aa879e17e,0x23aaf393ae14aa9d7605f9c512720dceba4fb179,KuCoin_Deposit_0x23aa,0x45300136662dd4e58fc0df61e6290dffd992b785,KuCoin 17,52132.86
2024-08-21 00:10:59,20573326,0x5d0813cf16dfedcd9b1acfc0c7e4faad2607b47e293ec8c65725fcead2f5213f,0x5d4b2a02c59197eb2cae95a6df9fe27af60459d4,,0x8cc568f3565a7ed44b3b0af8765a7ef67b8bc2dc,transit_8cc5,13483975.16
2024-08-21 00:15:59,20573351,0x69271cadac0567ea431ffe13e95ff043ccc61e013fa89dd822fabc1f7b652976,0x5d4b2a02c59197eb2cae95a6df9fe27af60459d4,,0xc2cc41c4f0f9aa38cb1fa71c39da2121adfa5909,,2200000.0
2024-08-21 00:17:11,20573357,0x8340a1ea11fe9627df59b259d7c813b446145790526ad7fae1ed0b5f6fe53e59,0x5d4b2a02c59197eb2cae95a6df9fe27af60459d4,,0xfb65a68d4583b6d3a61ccd90655c0b7b4677e9a6,transit_fb65,2750000.0
2024-08-21 00:18:23,20573363,0x732294688aeee634302666992f7d101bad26671cf013f49edf34e90c7dbbe0d1,0x5d4b2a02c59197eb2cae95a6df9fe27af60459d4,,0x82c32f58ef59c84e74d0550f051cc86c6c5142f5,transit_82c3,1100000.0
2024-08-21 00:19:23,20573367,0xa11ebe4db723c16b275efd2cbb2d07f53c3d1931f3220d0cb8835ef869aa9ee0,0x5d4b2a02c59197eb2cae95a6df9fe27af60459d4,,0x860cf33bdc076f42edbc66c6fec30aa9ee99f073,transit_860c,1650000.0
2024-08-21 00:39:47,20573469,0x7e101dc35d6acf5068551bef00b08ff666773af3b14b46a85e4d41602718d05b,0x5d4b2a02c59197eb2cae95a6df9fe27af60459d4,,0x8cc568f3565a7ed44b3b0af8765a7ef67b8bc2dc,transit_8cc5,1000000.0
2024-08-21 00:42:23,20573482,0x7af275b3242b57a50a2ece06b9114ab4497e08b927cce50c51417c7f702e9abb,0x5d4b2a02c59197eb2cae95a6df9fe27af60459d4,,0xdd6397104d57533e507bd571ac88c4b24852bce9,,36773858.04
2024-08-21 00:42:59,20573485,0xf16911496a0f7a6a001b2bf544a07859079b7d22a80925df7846c63a741c23b4,0x5d4b2a02c59197eb2cae95a6df9fe27af60459d4,,0xdd6397104d57533e507bd571ac88c4b24852bce9,,694.1
2024-08-21 01:05:35,20573598,0x57f3b8064b4eecd1c3d1a8af46c7f7234d7b56ccb3b898d51a4919833d8b5311,0xfb65a68d4583b6d3a61ccd90655c0b7b4677e9a6,transit_fb65,0x8cc568f3565a7ed44b3b0af8765a7ef67b8bc2dc,transit_8cc5,300000.0
2024-08-21 01:09:47,20573619,0x852bcc688308198449867946d24a3bccca01019ceecf6584a979c932348f5995,0xc2cc41c4f0f9aa38cb1fa71c39da2121adfa5909,,0x8cc568f3565a7ed44b3b0af8765a7ef67b8bc2dc,transit_8cc5,225000.0
2024-08-21 01:17:23,20573657,0x9ef1b32d09461d83882c6acf4d8b710af00287ff4d079cafa913a62aac55982c,0x860cf33bdc076f42edbc66c6fec30aa9ee99f073,transit_860c,0x8cc568f3565a7ed44b3b0af8765a7ef67b8bc2dc,transit_8cc5,300000.0
2024-08-21 01:53:35,20573838,0x68fed4618bb007066b2422b7e4c8dcc6309f23f8338a49a951ec97578f374891,0xfc4eaa4ac84d00f1c5854113581f881b42b4a745,Fake_Phishing324039,0xaa862f977d6916a1e89e856fc11fd99a2f2fabf8,,451818.9
