Timestamp,Block,Tx_hash,From,From_label,To,To_label,Value_in_USD
2023-06-02 21:49:23,17395810,0xb895b86ada385f2ebd775f934ae0db95f62d9ed62a719e6b50cd0a955f166d8f,0xe7d180e2a6556ab2b804585a8c1a879c311eb817,Atomic Wallet Hack 01 OSRC,0x6dd68bb7177edfb4f2f88fe62d80a6545378ef40,Atomic Wallet Hack 01 SRC,945646.73
2023-06-02 22:09:59,17395911,0x44cd376ec7b00cd879ddd4f277e3b8060e88090d76f832895beac9ff3d7670b6,0x9a2d0c912d3c3bb5235f16a2947d45d746f6f62c,Atomic Wallet Hack 03 OSRC,0x3fdbded80419110545b83e5ccfd6dd8862b4b853,Atomic Wallet Hack 03 SRC,881246.82
2023-06-02 22:35:11,17396035,0xb8fef8c5892e70974b6d711dada146d75fb2f6080e6cd16b5aefa7392966874b,0xec635477c20f14e9d05cafcb587530cb225159aa,Atomic Wallet Hack 02 OSRC,0x9952dc5b11b5db10647ea59a4792db4d5172614b,Atomic Wallet Hack 02 SRC,728251.6
2023-06-02 23:19:47,17396256,0x594b0b0c5cc94d59e1a44d14a736f0da6ae5f637e1fde1c00ab4c2fcbf127383,0x52f56c963271bb000a6ec31753324a7ee9f0cb97,Atomic Wallet Hack 07 SRC,0x3eda256b5ba05032d985d5a7ec87f67b6b192894,Fake_Phishing180952,523949.76
2023-06-03 00:58:47,17396744,0x3e816abb8e53e99eaaec991e0c4dc9deede1f27615d56cceea1b74171523aeec,0xc30a43d2b665752f28353ff6c66d3cfa94ea8263,Atomic Wallet Hack 04 OSRC,0x3df8ae6fe4bbaf954b14dc27b6db9aefbeed88a7,Atomic Wallet Hack 04 SRC,794559.97
2023-06-03 02:11:11,17397102,0x5bd289f8c735608e86067b7c5084f2b2ea4a37a6c21d13f2c14e31c1e56d43ab,0x603296e41e08ee42110989534133fe43c365943e,Atomic Wallet Hack 05 OSRC,0x28660c97a27f7aa84904cdbaa16aa7fedd1a301d,Atomic Wallet Hack 05 SRC,419253.28
2023-06-03 04:47:11,17397876,0x92acdd4a3d178e8efe0f8fe7d992c3767247cc215030683376f1504caf387c10,0x8cbb07e15db70c0913b711649b77a773d18e661f,Atomic Wallet Hack 06 OSRC,0x8b2cbc54ca4898304221f9c2017c86c7913d2ade,Atomic Wallet Hack 06 SRC,471647.94
2023-06-04 18:02:35,17408881,0x552328ca309f00e0a5adaf12e42234a03736e616b3502f58b1b1b2ed8477b32b,0x3eda256b5ba05032d985d5a7ec87f67b6b192894,Fake_Phishing180952,0x504736093776d02c8c43860b71f0c446796268d1,,523947.87
2023-06-04 18:28:11,17409008,0x22303eaf448ef0d20c8d9e41747c720e5a513eda2ba5ea168693b50cfe3bd4b3,0x504736093776d02c8c43860b71f0c446796268d1,,0x92b408bc906903011ecd9ddc329870aae7d326c0,Huobi_Deposit_0x92b4,66000.0
2023-06-04 18:10:23,17408920,0x15e064b28fbacd52ed166a87885aae70ed7119e9970b5aa3285f13fa60a78521,0x504736093776d02c8c43860b71f0c446796268d1,,0x92b408bc906903011ecd9ddc329870aae7d326c0,Huobi_Deposit_0x92b4,2000.0
